,Town,Town Latitude,Town Longitude,VenueID,VenueName,score,category,catID,latitude,longitude
30,ANG MO KIO,1.3699718,103.8495876,4d29a051c406721ef8dd7cb6,Lepak Corner,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.3702252767602632,103.84491248143023
31,ANG MO KIO,1.3699718,103.8495876,4f5b5e9de4b04e12656c2497,sky park pub,nan,Bars,4bf58dd8d48988d116941735,1.3725034784304821,103.85350683762297
32,ANG MO KIO,1.3699718,103.8495876,4e6cf51fe4cd4bedebd93d07,Fragrance Hotel Bar,nan,Hotel Bars,4bf58dd8d48988d1d5941735,1.3679689896586948,103.84511629386114
33,ANG MO KIO,1.3699718,103.8495876,51d40cec498e2a0377bac7e6,Check-In Lei,nan,Dive Bars,4bf58dd8d48988d118941735,1.3670088510657175,103.84729031215251
34,ANG MO KIO,1.3699718,103.8495876,4d5b8419342f6dcb3c528fe7,Scarlet City @ AMK Hub,nan,Lounges,4bf58dd8d48988d121941735,1.370554129873854,103.85334264522598
35,BEDOK,1.3240113,103.9301725,4bc9bbb2b6c49c7444d78e91,Cash Studio Family Karaoke Box,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.3258570341151086,103.92975293843652
36,BEDOK,1.3240113,103.9301725,571e241f498eba1f36c41d15,Pool Fushion II Cafe & Bar,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.323886135234979,103.92995702459675
37,BEDOK,1.3240113,103.9301725,4c21b5ac11de20a115c383ce,Happy Days,nan,Sports Bars,4bf58dd8d48988d11d941735,1.3247992926344274,103.93240878625875
38,BEDOK,1.3240113,103.9301725,4ed1203b7ee5be844c04a4ed,Beer Feast Galore,nan,Beer Gardens,4bf58dd8d48988d117941735,1.3217978545759583,103.93214372327257
39,BEDOK,1.3240113,103.9301725,4d2cba63762fa143b0747264,49 Beer Garden,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.3216645551875081,103.93222303424095
40,BEDOK,1.3240113,103.9301725,4ddb0c4ed4c001e5fb618e88,Sri Kasira's Room,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.32632864,103.92903941
41,BEDOK,1.3240113,103.9301725,597865900313201b1a764847,Teo Heng Ktv Studio,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.3246791159204376,103.93239144145498
42,BEDOK,1.3240113,103.9301725,4fc581d5e4b064a3155923e0,HYUKJAES FOREST,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.3226136161988788,103.9322910151074
43,BEDOK,1.3240113,103.9301725,4d8139e7551ea1cd147829c5,BPC,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.325247,103.932865
44,BEDOK,1.3240113,103.9301725,4e5b8864a8098920b3d8c61a,iCarly,nan,Nightlife Spots,4d4b7105d754a06376d81259,1.323397089310829,103.93365630462492
45,BEDOK,1.3240113,103.9301725,4e35138fd22d86185a687d33,F. Karaoke Box,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.3272073310062473,103.92808192986567
46,BEDOK,1.3240113,103.9301725,52584597498e78c2b6c31268,neverland2,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.326888579657458,103.9334240344969
47,BEDOK,1.3240113,103.9301725,4fc58197e4b0c761144a1e93,HYUKJAES PENUS,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.3227754535834781,103.93233633570371
48,BEDOK,1.3240113,103.9301725,4d12bdb680f6721ea61c1aeb,Symbian Mobile,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.325677,103.932021
49,BEDOK,1.3240113,103.9301725,4d1f0fbbbdd7a093c505e3ce,Blk 214 Bedok,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.325733390755609,103.93225702466997
50,BEDOK,1.3240113,103.9301725,4faa91ffe4b0061d16cbb459,my mini bar,nan,Whisky Bars,4bf58dd8d48988d122941735,1.3283597518150307,103.92841615937886
51,BEDOK,1.3240113,103.9301725,552acbd2498e28d0396563cf,Garden Hill Club,nan,Nightclubs,4bf58dd8d48988d11f941735,1.3275995549673043,103.92905629613982
52,BEDOK,1.3240113,103.9301725,4d2cbcf7bd60a09321ca17ce,Strip Club 49,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.32773,103.927643
53,BEDOK,1.3240113,103.9301725,4d2f3b42d9d8a143b94a01d8,Nightclub,nan,Nightclubs,4bf58dd8d48988d11f941735,1.32773,103.927645
54,BEDOK,1.3240113,103.9301725,4d613ec0149637040cb5ef94,Jasmine's,nan,Beer Gardens,4bf58dd8d48988d117941735,1.321063,103.934655
55,BEDOK,1.3240113,103.9301725,5169b180e4b04fc8935f2cb0,KCC KTV,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.3277905489844413,103.92704525705608
56,BEDOK,1.3240113,103.9301725,502f45f1e4b0bf3e69f2a93d,Kota Singapura,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.32827,103.929227
57,BEDOK,1.3240113,103.9301725,4de3a72ac65b7a3e2136b957,xsL is huggingg babyy :3,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.3280153274535746,103.927852
58,BEDOK,1.3240113,103.9301725,4d2c7aaf888af04d6fc4e8af,Bravo Club,nan,Nightclubs,4bf58dd8d48988d11f941735,1.327607,103.926755
59,BISHAN,1.3510417,103.8499304,4dad0c54cda1a7f15b25adc3,Mugger Place  @ Bishan CC,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.349685,103.850872
60,BISHAN,1.3510417,103.8499304,4d43febc2e326ea8de5edfa6,Sky Garden J8,nan,Lounges,4bf58dd8d48988d121941735,1.350824,103.848463
61,BISHAN,1.3510417,103.8499304,4e3102a11495f249f767aa11,Alwins Fap,nan,Hookah Bars,4bf58dd8d48988d119941735,1.350649356842041,103.8482666015625
62,BISHAN,1.3510417,103.8499304,4da989740cb6a89c625738f1,What's Up,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.350564,103.848351
63,BISHAN,1.3510417,103.8499304,4f2d29ade4b062ad2ab64bb7,Singing Surprises!,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.350474,103.851496
64,BISHAN,1.3510417,103.8499304,523ad66211d2a7691909aca5,好声艺 The Voice Art,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.3549055987956589,103.85035000519484
65,BISHAN,1.3510417,103.8499304,4d4dcc239ee13704d66d888b,La La,nan,Cocktail Bars,4bf58dd8d48988d11e941735,1.34775,103.849992
66,BISHAN,1.3510417,103.8499304,4e8cf8476da1d5bdcf06145b,Bishan Ite A2-04,nan,Nightclubs,4bf58dd8d48988d11f941735,1.352759,103.852778
67,BISHAN,1.3510417,103.8499304,4de2c86eae60e7f3abf87b34,helena's happy bed,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.34863,103.852649
68,BISHAN,1.3510417,103.8499304,5138436ce4b011df427e51eb,Ast Bbt,nan,Gay Bars,4bf58dd8d48988d1d8941735,1.3484849319314032,103.84860379839553
69,BISHAN,1.3510417,103.8499304,58e78764d60c8b03f4b50a60,Club July Bishan SMRT,nan,Bars,4bf58dd8d48988d116941735,1.354506,103.851488
70,BISHAN,1.3510417,103.8499304,4c8da1fd55fba0935f016aab,Compton Los Angeles,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.3523014352535143,103.85172337910296
71,BISHAN,1.3510417,103.8499304,5352c6bd498e84d389fced39,Happy Lounge,nan,Lounges,4bf58dd8d48988d121941735,1.3532176173460728,103.85491663567323
72,BISHAN,1.3510417,103.8499304,4db323b7f7b121c29f304715,丽地歌舞厅,nan,Nightclubs,4bf58dd8d48988d11f941735,1.346775,103.848416
73,BISHAN,1.3510417,103.8499304,52cd64d6498e76a94a91c6b8,Club Chubz Members Bar,nan,Gay Bars,4bf58dd8d48988d1d8941735,1.355197203928196,103.84706385029052
74,BISHAN,1.3510417,103.8499304,5037a442e4b0901d6b4b88d3,Quarail 1,nan,Gay Bars,4bf58dd8d48988d1d8941735,1.346755,103.847989
75,BISHAN,1.3510417,103.8499304,4f5de895e4b01219ad5c1833,Ayid Computer Table,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.3467764661746964,103.84793973874002
76,BISHAN,1.3510417,103.8499304,5037a482e4b05a296791c80e,Quarail 2,nan,Dive Bars,4bf58dd8d48988d118941735,1.34667,103.848027
77,BISHAN,1.3510417,103.8499304,4dfdd4ab18a8eee4fe418590,Fitness,nan,Planetariums,4bf58dd8d48988d192941735,1.3475993152344445,103.85265756874345
78,BISHAN,1.3510417,103.8499304,4d2864da915fa093e063fc09,Fenville KTV @503 Bishan,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.347169,103.847053
79,BISHAN,1.3510417,103.8499304,5031b0b6e4b06a779f3e399c,Nightclub,nan,Nightclubs,4bf58dd8d48988d11f941735,1.348342,103.851652
80,BUKIT BATOK,1.3485061,103.7492218,58c6939c52a051100ebe3c47,Shining Star Karaoke Lounge,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.3482096,103.748245
81,BUKIT BATOK,1.3485061,103.7492218,4e1e63bad16488cf82f6f30f,The Jade #24-03,nan,Gay Bars,4bf58dd8d48988d1d8941735,1.3490330404636113,103.74940355203316
82,BUKIT BATOK,1.3485061,103.7492218,4d39c20f0333a093ea0a4e34,Gareth's Hideout,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.349676686652789,103.74909805029347
83,BUKIT BATOK,1.3485061,103.7492218,4db7d5325da3b5fa68b27ffe,West Mall Dental Specialist,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.3501517158160112,103.74930737548445
84,BUKIT BATOK,1.3485061,103.7492218,4dbe79be4df044e52512ba19,Tuition At Naif's,nan,Nightclubs,4bf58dd8d48988d11f941735,1.350007,103.750053
85,BUKIT BATOK,1.3485061,103.7492218,4f0da4d9e4b07eb23640b65e,AppleZ,nan,Cocktail Bars,4bf58dd8d48988d11e941735,1.3508540391921997,103.7472915649414
86,BUKIT BATOK,1.3485061,103.7492218,53775737498ed94f01ae839c,8 Degree KTV Lounge,nan,Lounges,4bf58dd8d48988d121941735,1.3527092036022075,103.74908912721283
87,BUKIT BATOK,1.3485061,103.7492218,4db1a9adf7b1bd003ae1df02,Convenient Drinking Place,nan,Beer Gardens,4bf58dd8d48988d117941735,1.35019,103.747959
88,BUKIT BATOK,1.3485061,103.7492218,4ccffcb37f56a14324cdcaa6,Stairway to heaven @ WM,nan,Gay Bars,4bf58dd8d48988d1d8941735,1.349937,103.749489
89,BUKIT BATOK,1.3485061,103.7492218,4fc096e7e4b0f6b4ed9d5370,Shining Star,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.3519011968676946,103.75031440394511
90,BUKIT BATOK,1.3485061,103.7492218,4e626567b993678bb669f3b2,Stairs Of Coolkids West Side,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.350195,103.74966859817204
91,BUKIT BATOK,1.3485061,103.7492218,4f3f9fede4b02a18964ce22a,Blk 104 Kbox (old people),nan,Lounges,4bf58dd8d48988d121941735,1.3502075585760178,103.74859453968645
92,BUKIT BATOK,1.3485061,103.7492218,4e8d16a6f790e886add97a02,Check In Into Your Heart ,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.350165,103.745036
93,BUKIT BATOK,1.3485061,103.7492218,4d969462e07ea35d324cc402,Special Karaoke,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.346634,103.746154
94,BUKIT BATOK,1.3485061,103.7492218,4da6ca186e81162ae784fc5e,Computer Room,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.35019,103.747959
95,BUKIT BATOK,1.3485061,103.7492218,4d7db88d3e50b1f7fa77bed3,101 Cigar Bar,nan,Smoke Shops,4bf58dd8d48988d123951735,1.3467227499999999,103.7467544
96,BUKIT BATOK,1.3485061,103.7492218,4e74a982b0fb968032d3af8e,Our Room,nan,Sake Bars,4bf58dd8d48988d11c941735,1.349528,103.74729
97,BUKIT BATOK,1.3485061,103.7492218,4f4ce5e0e4b088c4ad95c93e,Mel's,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.346647,103.750536
98,BUKIT BATOK,1.3485061,103.7492218,4e01e6e588776240d3f642b5,Our Heaven On Earth,nan,Lounges,4bf58dd8d48988d121941735,1.34971139865338,103.74712523705541
99,BUKIT BATOK,1.3485061,103.7492218,4d7b48d57498a1cdd95f67fc,101 Pipe Lounge,nan,Smoke Shops,4bf58dd8d48988d123951735,1.346718775,103.7466407
100,BUKIT BATOK,1.3485061,103.7492218,4cee60417b94370494142d53,30th Floor @ Blk 622,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.350768,103.748194
101,BUKIT BATOK,1.3485061,103.7492218,4d25d68d19ff3704de8d1170,Drink,nan,Sake Bars,4bf58dd8d48988d11c941735,1.345543,103.748686
102,BUKIT BATOK,1.3485061,103.7492218,4e106dcbe4cdef074b6a3405,lucas wine place,nan,Wine Bars,4bf58dd8d48988d123941735,1.344275,103.750665
103,BUKIT BATOK,1.3485061,103.7492218,4ef8e0cf8231c11157b0724e,Cat Here Cat There,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.3490368587713983,103.74437417685009
104,BUKIT BATOK,1.3485061,103.7492218,4d9c7183c99fb60cc9f4b08b,Billabong Downunder,nan,Pubs,4bf58dd8d48988d11b941735,1.347644,103.744662
105,BUKIT BATOK,1.3485061,103.7492218,4cfe9df97945224bdf9c96e7,Birdies,nan,Bars,4bf58dd8d48988d116941735,1.347772,103.743765
106,BUKIT BATOK,1.3485061,103.7492218,4da83c1d5da3ef8bf158c5d4,夜市场@Bt. Batok West,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.348859,103.743887
107,BUKIT BATOK,1.3485061,103.7492218,50afaba8e4b0029e74880fe7,XwenqianX's Lala Land,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.3458021879196167,103.74600982666016
108,BUKIT MERAH,1.2896415,103.8167982,4cfc6923d7206ea865094469,Music Room,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.2894924541529982,103.81685156576951
109,BUKIT MERAH,1.2896415,103.8167982,4cfc255cfeec6dcb66c84a36,Karaoke Pub,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.2888359780297791,103.817459
110,BUKIT MERAH,1.2896415,103.8167982,4d9497ed3048b1f7fb723464,Home Bar,nan,Bars,4bf58dd8d48988d116941735,1.2898945000000002,103.81637103333333
111,BUKIT MERAH,1.2896415,103.8167982,4d9631d72bd6f04dcee53050,Where ZP and Xander are Dating,nan,Cocktail Bars,4bf58dd8d48988d11e941735,1.2898945000000002,103.81637103333333
112,BUKIT MERAH,1.2896415,103.8167982,4ce3eddebebd3704a2f4a2a0,Darkness,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.290274,103.8150169
113,BUKIT MERAH,1.2896415,103.8167982,4e7637f062e1263516c338d4,Beddd <3,nan,Nightlife Spots,4d4b7105d754a06376d81259,1.2896515130996704,103.8150863647461
114,BUKIT MERAH,1.2896415,103.8167982,5615309d498ed9ea8d7a3ee6,v2,nan,Nightclubs,4bf58dd8d48988d11f941735,1.288831639169093,103.81567989281558
115,BUKIT MERAH,1.2896415,103.8167982,4e625f77fa76cd64ce349413,Bravoandy,nan,Nightclubs,4bf58dd8d48988d11f941735,1.2863454768850864,103.81762702639658
116,BUKIT MERAH,1.2896415,103.8167982,4ea3077d775b5c3e83670f77,I Changer,nan,Wine Bars,4bf58dd8d48988d123941735,1.2875958729457442,103.81599686613997
117,BUKIT MERAH,1.2896415,103.8167982,50c808ade4b038b69fb9109c,Pasar Malam @ Lengkok Bahru,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.2882600781706028,103.81517047295749
118,BUKIT MERAH,1.2896415,103.8167982,4f778c78e4b07024fab196ca,Wing-Deathsycer-Heavyarms-Shenlong-Sandrock,nan,Hookah Bars,4bf58dd8d48988d119941735,1.287672,103.816075
119,BUKIT MERAH,1.2896415,103.8167982,4d62c072e4fe5481f4ef999e,陈卓沈刘 会所,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.28807,103.813882
120,BUKIT MERAH,1.2896415,103.8167982,507d78d9e4b0fae525bf3ba2,CLUB 22,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.2863366574201212,103.81749117895833
121,BUKIT MERAH,1.2896415,103.8167982,4c68a375428a0f47079b001b,Eurasia Ktv,nan,Karaoke Bars,4bf58dd8d48988d120941735,1.29079001,103.812625
122,BUKIT MERAH,1.2896415,103.8167982,50ed8dc9e4b0183bd86b3646,Cognac Appreciation,nan,Whisky Bars,4bf58dd8d48988d122941735,1.28622,103.81769
123,BUKIT MERAH,1.2896415,103.8167982,50abcc9ae4b02dee0780e786,Palayang PowerPlace,nan,Sake Bars,4bf58dd8d48988d11c941735,1.2863506179021846,103.81804022985958
124,BUKIT MERAH,1.2896415,103.8167982,4dfdeacda809d61e2fc4ce59,Sake Appreciation,nan,Sake Bars,4bf58dd8d48988d11c941735,1.2863356051607517,103.8177241951549
125,BUKIT MERAH,1.2896415,103.8167982,4db59664a86e8d27079a72ca,Party @ Office,nan,Nightclubs,4bf58dd8d48988d11f941735,1.291088,103.814035
126,BUKIT MERAH,1.2896415,103.8167982,4e62403f62e13e3bce8c4ca1,Beer Brussels,nan,Breweries,50327c8591d4c4b30a586d5d,1.2863255291848845,103.81772571277834
127,BUKIT MERAH,1.2896415,103.8167982,4f8afad7e4b0abaa04140e54,Playground @ Redhill,nan,Gay Bars,4bf58dd8d48988d1d8941735,1.286389,103.81902
128,BUKIT MERAH,1.2896415,103.8167982,4d2740d98292236a15f60dbb,Millie's Room,nan,Hookah Bars,4bf58dd8d48988d119941735,1.287215,103.812701
129,BUKIT PANJANG,1.2760684,103.7919037,4fade7d6e4b0b876f0ed4817,Fatboy's The Burger Bar,nan,Burger Joints,4bf58dd8d48988d16c941735,1.2759258006569751,103.79318481493203
130,BUKIT PANJANG,1.2760684,103.7919037,5a8963ad356b4940460ba9a1,Ho Yeh Handcrafted Beer,nan,Beer Bars,56aa371ce4b08b9a8d57356c,1.275969,103.791308
131,BUKIT PANJANG,1.2760684,103.7919037,542fe909498ec001c61e3952,play LIVE 2014,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.2786340517892554,103.78937935798628
132,BUKIT PANJANG,1.2760684,103.7919037,5acc8c751f7440070561d0ff,Yuzutei,nan,Shabu-Shabu Restaurants,55a59bace4b013909087cb15,1.278138,103.796304
133,BUKIT PANJANG,1.2760684,103.7919037,4d02577e37caa1cd55b9e347,Sumin's Club,nan,Speakeasies,4bf58dd8d48988d1d4941735,1.278825722638733,103.78992818144303
134,BUKIT PANJANG,1.2760684,103.7919037,504d66b1e4b086b59946cf5d,KPS workshop,nan,Strip Clubs,4bf58dd8d48988d1d6941735,1.2759148231110222,103.79456665245829
135,BUKIT PANJANG,1.2760684,103.7919037,4f447e5ae4b00b32dfaed289,La Baraque de The Chias,nan,Breweries,50327c8591d4c4b30a586d5d,1.279998444949899,103.78981511161648
136,BUKIT PANJANG,1.2760684,103.7919037,5146cf23e4b035236eed0e41,Feel So Lonely,nan,Hotel Bars,4bf58dd8d48988d1d5941735,1.275933,103.795739
137,BUKIT PANJANG,1.2760684,103.7919037,4d0b25375f86f04da84fcaa0,King Seat,nan,Gay Bars,4bf58dd8d48988d1d8941735,1.275099,103.796881
138,CENTRAL,1.2881554,103.8467181,4e0c4c961f6e9300e4e4f35b,28 HongKong Street,nan,Cocktail Bars,4bf58dd8d48988d11e941735,1.287815,103.846789
139,CENTRAL,1.2881554,103.8467181,4b05880cf964a5200eae22e3,Zouk,nan,Nightclubs,4bf58dd8d48988d11f941735,1.2906979599387844,103.84604036808014
140,CENTRAL,1.2881554,103.8467181,4c839de7d8086dcb93498152,Crossroads Bar,nan,Hotel Bars,4bf58dd8d48988d1d5941735,1.2888698228423623,103.84587606402638
141,CENTRAL,1.2881554,103.8467181,59c0febe603d2a6b702a3214,Wine Rvlt,nan,Wine Shops,4bf58dd8d48988d119951735,1.2881036275004856,103.84796194800866
142,CENTRAL,1.2881554,103.8467181,4e2cfb4145dd3272c8233615,sQue,nan,Gastropubs,4bf58dd8d48988d155941735,1.2893596972677084,103.84627291176366
143,CENTRAL,1.2881554,103.8467181,4e6081e81495676d54e3eefa,Shuffle Music Bistro Bar,nan,Diners,4bf58dd8d48988d147941735,1.2894885690942093,103.84597173529612
144,CENTRAL,1.2881554,103.8467181,4bdc20f7f1499c74d66138f3,Club V3 - Live On Stage,nan,Nightclubs,4bf58dd8d48988d11f941735,1.286952813413976,103.84802161856713
145,CENTRAL,1.2881554,103.8467181,5b1a7db9b3c9610039004bbf,Level Up,nan,Other Nightlife,4bf58dd8d48988d11a941735,1.289561,103.845097
146,CENTRAL,1.2881554,103.8467181,4b0fded6f964a520b36523e3,Jab1,nan,Pubs,4bf58dd8d48988d11b941735,1.2882824882131556,103.84855896234512
147,CENTRAL,1.2881554,103.8467181,4b05880cf964a52021ae22e3,Crazy Elephant,nan,Pubs,4bf58dd8d48988d11b941735,1.290335,103.846687
148,CENTRAL,1.2881554,103.8467181,4b3e0ebff964a520099825e3,Le Noir,nan,Lounges,4bf58dd8d48988d121941735,1.289881971213239,103.84629886349114
149,CENTRAL,1.2881554,103.8467181,5492dae8498e89679be8e99a,ROM (Room of Mellis),nan,Karaoke Bars,4bf58dd8d48988d120941735,1.2870531647295163,103.84804375514446
150,CENTRAL,1.2881554,103.8467181,4bd1e8a4462cb7135d28db07,Boat Quay,nan,Canals,56aa371be4b08b9a8d573562,1.2866377657473904,103.8495492898863
151,CENTRAL,1.2881554,103.8467181,561e751d498ec2dfc6ce2f1a,Club illusion,nan,Nightclubs,4bf58dd8d48988d11f941735,1.2895327212120922,103.84513066810712
152,CENTRAL,1.2881554,103.8467181,57826ed9498eaf09edb8c84b,Warehouse Singapore,nan,Bars,4bf58dd8d48988d116941735,1.2903884634398686,103.84547143984763
153,CENTRAL,1.2881554,103.8467181,594ff249396de02bf6bfe360,Get Juiced,nan,Lounges,4bf58dd8d48988d121941735,1.289886848240634,103.84646886466129
154,CENTRAL,1.2881554,103.8467181,5389dc86498e636caebee652,Southbridge,nan,Bistros,52e81612bcbc57f1066b79f1,1.2884173931217346,103.84922306338333
155,CENTRAL,1.2881554,103.8467181,55488915498ec3e4bde7f4bb,Fiv五 Square,nan,Lounges,4bf58dd8d48988d121941735,1.2852711132919972,103.84739010701148
